Builders													
	Grid Flow Builder	Design and control the flow of your dungeons with this powerful new builder	Design and control the flow of your dungeons with this powerful new builder	/DungeonArchitect/Samples/DA_GridFlow/Maps/GFMap_Blocks.GFMap_Blocks	builder_gridflow1	builder_gridflow1	https://youtu.be/bUopKyowfQg?t=149						https://docs.dungeonarchitect.dev/ue4/grid-flow
	Snap Flow Builder	Design the flow of your dungeon using graph grammars and stitch together existing room prefabs	Design the flow of your dungeon using graph grammars and stitch together existing room prefabs	/DungeonArchitect/Samples/DA_SnapMap_Demo3/SnapMapLevelDemo.SnapMapLevelDemo	sample_snap_level	builder_snap1	https://www.youtube.com/watch?v=woKkR6P_sHY						https://docs.dungeonarchitect.dev/ue4/snap-flow
	Snap Grid Flow Builder	Stitch Snap modules using the grid flow framework in a 3D grid	Stitch Snap modules using the grid flow framework in a 3D grid	/DungeonArchitect/Samples/DA_SnapGridFlow_FPS/Maps/SGF_FPS_Demo.SGF_FPS_Demo	sample_sgf_layout	builder_snapgridflow							https://docs.dungeonarchitect.dev/ue4/snap-grid-flow
	Grid Builder	Build a dungeon on a grid based system with support for stairs	Build a dungeon on a grid based system with support for stairs	/DungeonArchitect/Samples/DA_Candy/Maps/CandyDemo.CandyDemo	sample_candy	builder_grid							https://docs.dungeonarchitect.dev/ue4/grid
	Simple City	Build a simple city with roads, houses, parks, city walls, foliage etc	Build a simple city with roads, houses, parks, city walls, foliage etc	/DungeonArchitect/Samples/DA_CityBuilder_Demo/Maps/CityBuilderDemo_01.CityBuilderDemo_01	sample_city	builder_city							
	Isaac Builder	Build levels like in the game Binding of Isaac	Build levels like in the game Binding of Isaac	/DungeonArchitect/Samples/DA_Isaac_Demo/Maps/IsaacDemo_DesignTime.IsaacDemo_DesignTime	sample_isaac	builder_isaac							
	Floor Planner	Create floor plans. Ideal for creating interior of buildings	Create floor plans. Ideal for creating interior of buildings.   (UNAVAILABLE. This template will be available soon)		sample_floorplan	builder_floorplan							
